12/09/2010
USD	1.2989
JPY	111.04
BGN	1.9558
CZK	24.615
DKK	7.4471
EEK	15.6466
GBP	0.83550
HUF	281.82
LTL	3.4528
LVL	0.7090
PLN	3.9357
RON	4.2475
SEK	9.1950
CHF	1.3019
NOK	7.8970
HRK	7.2820
RUB	40.1000
TRY	1.9398
AUD	1.3863
BRL	2.2215
CAD	1.3335
CNY	8.7574
HKD	10.0888
IDR	11654.04
INR	60.2050
KRW	1506.00
MXN	16.6603
MYR	4.0493
NZD	1.7753
PHP	57.510
SGD	1.7375
THB	40.071
ZAR	9.2089
